quarter,topic,count,total,share
2020Q3,2,11,358,0.030726256983240222
2020Q3,3,12,358,0.0335195530726257
2020Q3,4,15,358,0.04189944134078212
2020Q3,5,10,358,0.027932960893854747
2020Q3,6,14,358,0.03910614525139665
2020Q3,7,13,358,0.036312849162011177
2020Q3,8,11,358,0.030726256983240222
2020Q3,9,10,358,0.027932960893854747
2020Q3,10,10,358,0.027932960893854747
2020Q3,11,6,358,0.01675977653631285
2020Q3,12,8,358,0.0223463687150838
2020Q3,13,13,358,0.036312849162011177
2020Q3,14,10,358,0.027932960893854747
2020Q3,15,15,358,0.04189944134078212
2020Q3,16,14,358,0.03910614525139665
2020Q3,17,15,358,0.04189944134078212
2020Q3,18,2,358,0.00558659217877095
2020Q3,19,2,358,0.00558659217877095
2020Q3,20,5,358,0.013966480446927373
2020Q3,21,7,358,0.019553072625698324
2020Q3,22,3,358,0.008379888268156424
2020Q3,23,1,358,0.002793296089385475
2020Q3,24,11,358,0.030726256983240222
2020Q3,25,4,358,0.0111731843575419
2020Q3,26,4,358,0.0111731843575419
2020Q3,27,5,358,0.013966480446927373
2020Q3,28,8,358,0.0223463687150838
2020Q3,29,4,358,0.0111731843575419
2020Q3,30,2,358,0.00558659217877095
2020Q3,31,10,358,0.027932960893854747
2020Q3,32,6,358,0.01675977653631285
2020Q3,33,3,358,0.008379888268156424
2020Q3,34,11,358,0.030726256983240222
2020Q3,35,12,358,0.0335195530726257
2020Q3,36,1,358,0.002793296089385475
2020Q3,37,3,358,0.008379888268156424
2020Q3,38,5,358,0.013966480446927373
2020Q3,39,2,358,0.00558659217877095
2020Q3,40,1,358,0.002793296089385475
2020Q3,41,12,358,0.0335195530726257
2020Q3,42,1,358,0.002793296089385475
2020Q3,43,6,358,0.01675977653631285
2020Q3,44,3,358,0.008379888268156424
2020Q3,45,2,358,0.00558659217877095
2020Q4,0,14,306,0.0457516339869281
2020Q4,1,8,306,0.026143790849673203
2020Q4,2,22,306,0.0718954248366013
2020Q4,3,7,306,0.02287581699346405
2020Q4,4,18,306,0.058823529411764705
2020Q4,5,7,306,0.02287581699346405
2020Q4,6,10,306,0.032679738562091505
2020Q4,7,9,306,0.029411764705882353
2020Q4,8,8,306,0.026143790849673203
2020Q4,9,12,306,0.0392156862745098
2020Q4,10,8,306,0.026143790849673203
2020Q4,11,9,306,0.029411764705882353
2020Q4,12,6,306,0.0196078431372549
2020Q4,13,9,306,0.029411764705882353
2020Q4,14,15,306,0.049019607843137254
2020Q4,15,13,306,0.042483660130718956
2020Q4,16,6,306,0.0196078431372549
2020Q4,17,3,306,0.00980392156862745
2020Q4,18,2,306,0.006535947712418301
2020Q4,19,7,306,0.02287581699346405
2020Q4,20,4,306,0.013071895424836602
2020Q4,21,4,306,0.013071895424836602
2020Q4,22,1,306,0.0032679738562091504
2020Q4,23,11,306,0.03594771241830065
2020Q4,24,6,306,0.0196078431372549
2020Q4,25,1,306,0.0032679738562091504
2020Q4,26,6,306,0.0196078431372549
2020Q4,27,12,306,0.0392156862745098
2020Q4,28,5,306,0.016339869281045753
2020Q4,29,17,306,0.05555555555555555
2020Q4,30,1,306,0.0032679738562091504
2020Q4,31,2,306,0.006535947712418301
2020Q4,32,6,306,0.0196078431372549
2020Q4,34,5,306,0.016339869281045753
2020Q4,36,3,306,0.00980392156862745
2020Q4,37,4,306,0.013071895424836602
2020Q4,38,3,306,0.00980392156862745
2020Q4,39,7,306,0.02287581699346405
2020Q4,40,5,306,0.016339869281045753
2020Q4,41,3,306,0.00980392156862745
2020Q4,42,3,306,0.00980392156862745
2020Q4,43,1,306,0.0032679738562091504
2020Q4,44,3,306,0.00980392156862745
2021Q1,0,12,346,0.03468208092485549
2021Q1,1,22,346,0.06358381502890173
2021Q1,2,12,346,0.03468208092485549
2021Q1,3,32,346,0.09248554913294797
2021Q1,4,12,346,0.03468208092485549
2021Q1,5,5,346,0.014450867052023121
2021Q1,6,13,346,0.03757225433526012
2021Q1,7,18,346,0.05202312138728324
2021Q1,8,9,346,0.02601156069364162
2021Q1,9,11,346,0.031791907514450865
2021Q1,10,7,346,0.02023121387283237
2021Q1,11,10,346,0.028901734104046242
2021Q1,12,7,346,0.02023121387283237
2021Q1,13,8,346,0.023121387283236993
2021Q1,14,10,346,0.028901734104046242
2021Q1,15,15,346,0.04335260115606936
2021Q1,16,16,346,0.046242774566473986
2021Q1,17,2,346,0.005780346820809248
2021Q1,18,6,346,0.017341040462427744
2021Q1,19,7,346,0.02023121387283237
2021Q1,20,5,346,0.014450867052023121
2021Q1,21,17,346,0.049132947976878616
2021Q1,22,8,346,0.023121387283236993
2021Q1,23,3,346,0.008670520231213872
2021Q1,24,10,346,0.028901734104046242
2021Q1,25,5,346,0.014450867052023121
2021Q1,26,7,346,0.02023121387283237
2021Q1,27,13,346,0.03757225433526012
2021Q1,28,7,346,0.02023121387283237
2021Q1,30,7,346,0.02023121387283237
2021Q1,32,1,346,0.002890173410404624
2021Q1,33,1,346,0.002890173410404624
2021Q1,34,1,346,0.002890173410404624
2021Q1,37,1,346,0.002890173410404624
2021Q1,38,2,346,0.005780346820809248
2021Q1,40,2,346,0.005780346820809248
2021Q1,41,9,346,0.02601156069364162
2021Q1,42,3,346,0.008670520231213872
2021Q1,43,4,346,0.011560693641618497
2021Q1,44,3,346,0.008670520231213872
2021Q1,45,3,346,0.008670520231213872
2021Q2,0,19,335,0.056716417910447764
2021Q2,1,21,335,0.0626865671641791
2021Q2,2,36,335,0.10746268656716418
2021Q2,3,17,335,0.050746268656716415
2021Q2,4,14,335,0.041791044776119404
2021Q2,5,10,335,0.029850746268656716
2021Q2,6,10,335,0.029850746268656716
2021Q2,7,5,335,0.014925373134328358
2021Q2,8,14,335,0.041791044776119404
2021Q2,9,3,335,0.008955223880597015
2021Q2,10,6,335,0.01791044776119403
2021Q2,11,6,335,0.01791044776119403
2021Q2,12,7,335,0.020895522388059702
2021Q2,13,5,335,0.014925373134328358
2021Q2,14,20,335,0.05970149253731343
2021Q2,15,14,335,0.041791044776119404
2021Q2,16,7,335,0.020895522388059702
2021Q2,17,3,335,0.008955223880597015
2021Q2,18,5,335,0.014925373134328358
2021Q2,19,12,335,0.03582089552238806
2021Q2,20,1,335,0.0029850746268656717
2021Q2,21,3,335,0.008955223880597015
2021Q2,22,4,335,0.011940298507462687
2021Q2,23,8,335,0.023880597014925373
2021Q2,24,5,335,0.014925373134328358
2021Q2,25,5,335,0.014925373134328358
2021Q2,26,2,335,0.005970149253731343
2021Q2,27,3,335,0.008955223880597015
