quarter,topic,count,total,share
2013Q3,9,7,404,0.017326732673267328
2013Q3,10,8,404,0.019801980198019802
2013Q3,11,3,404,0.007425742574257425
2013Q3,12,8,404,0.019801980198019802
2013Q3,13,7,404,0.017326732673267328
2013Q3,14,27,404,0.06683168316831684
2013Q3,15,13,404,0.03217821782178218
2013Q3,16,21,404,0.05198019801980198
2013Q3,17,7,404,0.017326732673267328
2013Q3,18,11,404,0.027227722772277228
2013Q3,19,8,404,0.019801980198019802
2013Q3,20,15,404,0.03712871287128713
2013Q3,21,4,404,0.009900990099009901
2013Q3,22,15,404,0.03712871287128713
2013Q3,23,7,404,0.017326732673267328
2013Q3,24,5,404,0.012376237623762377
2013Q3,25,14,404,0.034653465346534656
2013Q3,26,2,404,0.0049504950495049506
2013Q3,27,3,404,0.007425742574257425
2013Q3,28,16,404,0.039603960396039604
2013Q3,29,9,404,0.022277227722772276
2013Q3,30,4,404,0.009900990099009901
2013Q3,31,6,404,0.01485148514851485
2013Q3,32,9,404,0.022277227722772276
2013Q3,34,2,404,0.0049504950495049506
2013Q3,35,4,404,0.009900990099009901
2013Q3,36,4,404,0.009900990099009901
2013Q3,37,2,404,0.0049504950495049506
2013Q3,38,5,404,0.012376237623762377
2013Q3,39,5,404,0.012376237623762377
2013Q3,40,2,404,0.0049504950495049506
2013Q3,41,7,404,0.017326732673267328
2013Q3,42,2,404,0.0049504950495049506
2013Q3,43,6,404,0.01485148514851485
2013Q3,44,1,404,0.0024752475247524753
2013Q3,45,1,404,0.0024752475247524753
2013Q3,46,1,404,0.0024752475247524753
2013Q3,47,6,404,0.01485148514851485
2013Q3,48,6,404,0.01485148514851485
2013Q3,49,2,404,0.0049504950495049506
2013Q3,50,12,404,0.0297029702970297
2013Q3,51,1,404,0.0024752475247524753
2013Q3,52,3,404,0.007425742574257425
2013Q4,0,14,388,0.03608247422680412
2013Q4,1,14,388,0.03608247422680412
2013Q4,2,3,388,0.007731958762886598
2013Q4,3,28,388,0.07216494845360824
2013Q4,4,13,388,0.03350515463917526
2013Q4,5,2,388,0.005154639175257732
2013Q4,6,12,388,0.030927835051546393
2013Q4,7,12,388,0.030927835051546393
2013Q4,8,3,388,0.007731958762886598
