quarter,n,n_sample,n_topics,p_within,overall_cosine,within_cosine,between_cosine,mc_overall_cosine,mc_between_cosine,between_centroid_cosine,eff_topics,topic_entropy,comp_jsd
2020Q3,800,800,50,0.021786608260325406,0.054650576507549835,0.23237432648126824,0.050692342290016394,-0.0012464049402202422,-0.005434762589240419,0.1766505106268292,46.36730744396275,3.8365946299493197,0.022093284174292783
2020Q4,800,800,50,0.023426157697121402,0.05598030254233895,0.23567084694102242,0.05166986655949638,-0.0012429739951156143,-0.00582655356163857,0.17578849219584253,44.776648187379394,3.8016867577076887,0.030676043247172418
2021Q1,800,800,50,0.022650187734668335,0.05474074986614797,0.2301266275877655,0.05067616315773434,-0.0012437150462175411,-0.005569518295412007,0.17581255145653285,45.50631329940938,3.817851070164655,0.023871474376066567
2021Q2,800,800,50,0.023394868585732167,0.055262675550447456,0.23633082806305328,0.05092513369567624,-0.001246068949726505,-0.005854326677828228,0.1720714521982466,44.417382933017734,3.7936309003195143,0.025219621955669142
2021Q3,800,800,50,0.022033792240300377,0.055948774855560955,0.2424016162119102,0.051747951620092936,-0.0012448901847623352,-0.005688057966531455,0.17313864846207405,46.15555893749692,3.8320174073784723,0.01713784662178567
2021Q4,800,800,50,0.022496871088861076,0.05859539420338151,0.24676058931042558,0.05426484219538033,-0.001241688783675131,-0.005800402981720067,0.17107927381545956,45.352615768561336,3.8144678544691066,0.022095568658629577
2022Q1,800,800,50,0.02237171464330413,0.05933111677378061,0.2461782811112736,0.05505536953418043,-0.001244511889519905,-0.00578384452133483,0.18233333112718775,45.741569016185146,3.8230074909399527,0.019996503796076755
2022Q2,800,800,50,0.022963078848560702,0.058626526072228055,0.24412938742957802,0.05426669407431096,-0.0012422524721070025,-0.005871965086250057,0.17765518541643024,45.03575516662583,3.8074567335335727,0.028874730777510522
2022Q3,800,800,50,0.022916145181476846,0.057999337695346355,0.23465126751890142,0.05385621195392621,-0.0012448090023058237,-0.0056502673492331915,0.18408227484888443,44.77623368017906,3.8016775004466896,0.024692984282105535
2022Q4,800,800,50,0.023200876095118898,0.05896075194776181,0.24109068542154607,0.05463481233917039,-0.0012443842024909336,-0.005800108919700365,0.1748598268429649,44.543667535768236,3.7964700009576333,0.031592782946681816
2023Q1,800,800,50,0.02401752190237797,0.05642755206042022,0.24770922669320225,0.05172038578119441,-0.0012440331543313128,-0.006238650771040142,0.17100730401536665,44.31864130444353,3.791405385480921,0.03669154619850471
2023Q2,800,800,50,0.024464956195244057,0.05712647647016449,0.2441754639007354,0.05243556832399896,-0.0012429516214709328,-0.006183676806917425,0.1712716002136456,43.210768113898325,3.766089726085274,0.046229354909552475
2023Q3,800,800,50,0.022938047559449313,0.06024063711038391,0.24253474537139327,0.05596099965786233,-0.0012420876622344387,-0.005736397158753527,0.17944220312888992,45.17412209709994,3.810524402910379,0.02998399354942615
2023Q4,800,800,50,0.02362327909887359,0.0635501849465574,0.2339177899892156,0.05942816790418576,-0.0012376788021438618,-0.0054994943445765675,0.18731879936693907,44.556223161349564,3.796751833529283,0.03810751526098657
2024Q1,800,800,50,0.023078848560700877,0.06705574446552268,0.2451391173436687,0.06284869132947547,-0.0012352918938328909,-0.005603085645252987,0.193820222378532,44.78329581558769,3.801835208631693,0.03171104937557513
2024Q2,800,800,50,0.02280037546933667,0.06596389037992582,0.2375290470783702,0.061960870022586996,-0.0012413088922793786,-0.005438083088319942,0.20023604676571272,45.077148711518696,3.8083754376485848,0.03452223145145577
2024Q3,800,800,50,0.0228441802252816,0.07186022296189665,0.2512336458755042,0.06766678859069389,-0.0012355902667500096,-0.005579201366638533,0.20028730653060411,44.99420509851763,3.8065337058895348,0.041654439633076114
2024Q4,800,800,50,0.023426157697121402,0.06360797481145382,0.2370157291582617,0.05944825106782715,-0.0012439119456450062,-0.005609388722878266,0.190010467811202,44.255710773891344,3.789984420163888,0.043604856688940194
2025Q1,800,800,50,0.025122027534418022,0.06932751811520023,0.24239421660182572,0.06486769187286985,-0.0012419960363424254,-0.005854066897283656,0.18799656319561248,42.59684294345543,3.7517801412205363,0.058357047264330456
2025Q2,800,800,50,0.024543178973717147,0.07196512139380745,0.24359382069860788,0.0676468227328455,-0.001233795997136323,-0.005707131657150585,0.1973322576650468,43.12654312936095,3.764138657421157,0.05426989086261403
2025Q3,800,800,50,0.02523153942428035,0.0742563302322539,0.24999081018841324,0.06970750490751948,-0.0012366488986180187,-0.0059274110680676145,0.18933956531331284,42.32870774665639,3.745465525993522,0.0637916882247933
2025Q4,756,756,50,0.02336101475174323,0.06994199328221584,0.2493172195339164,0.0656513727255338,-0.0013126029823889729,-0.005846231670146323,0.1990081175470036,44.30023748465517,3.7909900378641512,0.03944956211078391
2026Q1,656,656,50,0.023566374976726867,0.06956004882625534,0.242968809067442,0.06537480185875592,-0.0015100786113887723,-0.005870077103255171,0.18938662797485273,43.741074061970274,3.7782875705477386,0.045860719390329034
2026Q2,500,500,50,0.02279759519038076,0.07560353138977814,0.252832284589518,0.07146888195414691,-0.001992819658935182,-0.0063558897433588215,0.20100609206632736,44.589347195454835,3.797494978376461,0.04394563978430341
