quarter,topic,count,total,share
2013Q1,47,4,366,0.01092896174863388
2013Q1,48,1,366,0.00273224043715847
2013Q1,49,3,366,0.00819672131147541
2013Q1,50,2,366,0.00546448087431694
2013Q1,51,2,366,0.00546448087431694
2013Q1,52,3,366,0.00819672131147541
2013Q1,54,3,366,0.00819672131147541
2013Q2,0,44,389,0.11311053984575835
2013Q2,1,12,389,0.030848329048843187
2013Q2,2,26,389,0.06683804627249357
2013Q2,3,11,389,0.028277634961439587
2013Q2,4,8,389,0.02056555269922879
2013Q2,5,6,389,0.015424164524421594
2013Q2,6,7,389,0.017994858611825194
2013Q2,7,13,389,0.033419023136246784
2013Q2,8,10,389,0.02570694087403599
2013Q2,9,14,389,0.03598971722365039
2013Q2,10,9,389,0.02313624678663239
2013Q2,11,7,389,0.017994858611825194
2013Q2,12,7,389,0.017994858611825194
2013Q2,13,6,389,0.015424164524421594
2013Q2,14,7,389,0.017994858611825194
2013Q2,15,5,389,0.012853470437017995
2013Q2,16,5,389,0.012853470437017995
2013Q2,17,9,389,0.02313624678663239
2013Q2,18,8,389,0.02056555269922879
2013Q2,19,7,389,0.017994858611825194
2013Q2,20,9,389,0.02313624678663239
2013Q2,21,10,389,0.02570694087403599
2013Q2,22,13,389,0.033419023136246784
2013Q2,23,5,389,0.012853470437017995
2013Q2,24,11,389,0.028277634961439587
2013Q2,25,10,389,0.02570694087403599
2013Q2,26,5,389,0.012853470437017995
2013Q2,27,5,389,0.012853470437017995
2013Q2,28,5,389,0.012853470437017995
2013Q2,29,2,389,0.005141388174807198
2013Q2,30,6,389,0.015424164524421594
2013Q2,31,5,389,0.012853470437017995
2013Q2,32,6,389,0.015424164524421594
2013Q2,33,7,389,0.017994858611825194
2013Q2,34,1,389,0.002570694087403599
2013Q2,35,4,389,0.010282776349614395
2013Q2,36,2,389,0.005141388174807198
2013Q2,37,3,389,0.007712082262210797
2013Q2,38,8,389,0.02056555269922879
2013Q2,39,2,389,0.005141388174807198
2013Q2,40,2,389,0.005141388174807198
2013Q2,41,4,389,0.010282776349614395
2013Q2,42,4,389,0.010282776349614395
2013Q2,43,2,389,0.005141388174807198
2013Q2,44,5,389,0.012853470437017995
2013Q2,45,2,389,0.005141388174807198
2013Q2,46,2,389,0.005141388174807198
2013Q2,47,6,389,0.015424164524421594
2013Q2,48,9,389,0.02313624678663239
2013Q2,49,4,389,0.010282776349614395
2013Q2,50,4,389,0.010282776349614395
2013Q2,51,1,389,0.002570694087403599
2013Q2,53,1,389,0.002570694087403599
2013Q2,54,2,389,0.005141388174807198
2013Q2,55,1,389,0.002570694087403599
2013Q3,0,46,387,0.11886304909560723
2013Q3,1,6,387,0.015503875968992248
2013Q3,2,17,387,0.04392764857881137
2013Q3,3,17,387,0.04392764857881137
2013Q3,4,10,387,0.025839793281653745
2013Q3,5,14,387,0.03617571059431524
2013Q3,6,10,387,0.025839793281653745
2013Q3,7,10,387,0.025839793281653745
2013Q3,8,12,387,0.031007751937984496
2013Q3,9,10,387,0.025839793281653745
2013Q3,10,11,387,0.028423772609819122
2013Q3,11,14,387,0.03617571059431524
2013Q3,12,7,387,0.01808785529715762
2013Q3,13,7,387,0.01808785529715762
2013Q3,14,8,387,0.020671834625323
2013Q3,15,12,387,0.031007751937984496
2013Q3,16,8,387,0.020671834625323
2013Q3,17,3,387,0.007751937984496124
2013Q3,18,12,387,0.031007751937984496
2013Q3,19,6,387,0.015503875968992248
2013Q3,20,10,387,0.025839793281653745
2013Q3,21,9,387,0.023255813953488372
2013Q3,22,7,387,0.01808785529715762
2013Q3,23,6,387,0.015503875968992248
2013Q3,24,9,387,0.023255813953488372
2013Q3,25,8,387,0.020671834625323
