quarter,volume,n_sample,n_lc,mean_len,mean_mtld,mean_ttr,mean_yule_k,mean_yule_i,mean_hdd,mean_mattr,mean_pairwise_cosine,lc_mtld,lc_ttr,lc_yule_k,lc_yule_i,lc_hdd,lc_mattr,lc_pairwise_cosine
2018Q1,5000,1000,573,163.695,69.32825188067486,0.6410251060746398,141.1683427093401,83.08531427587259,0.8048805575312906,0.7790917520684393,0.02238150666508029,70.32086234694445,0.6598952879581151,146.14659685863873,79.32217114474565,0.7994962867586245,0.765481983369264,0.02054853535294893
2018Q2,4842,1000,566,159.603,67.72765577567384,0.6330193534784293,147.96013835413729,80.47294257154968,0.8006756463968856,0.7725153318743435,0.022741283763987086,67.74538253837545,0.6552473498233216,148.27208480565372,77.80972983201691,0.7970858696546425,0.7638107115637774,0.020971623764998466
2018Q3,5032,1000,566,155.867,70.56666026151309,0.6459278384399872,140.62969972971896,85.65799653759134,0.8050704184716416,0.7817466049506856,0.022252434137692702,70.54571572193018,0.6605300353356891,141.85865724381625,81.20250958709393,0.8018551534654955,0.7673616018845701,0.02096305759627946
2018Q4,4676,1000,548,156.659,68.42898223160883,0.6443391807801595,143.15385886120842,83.1537340796125,0.8009897268324317,0.7779809382170717,0.02277961903703528,67.71542274275016,0.652956204379562,150.07299270072994,78.18070013038742,0.7952647169603405,0.76336553599542,0.021790824025770934
2019Q1,5032,1000,537,155.763,68.17733419444717,0.6454184371850913,141.3999185993293,83.10973306540471,0.8039116113006229,0.7792107819778649,0.023281001931971586,68.51513784155668,0.6546741154562383,146.6517690875233,78.93575026711123,0.7974026139335914,0.7634286340234417,0.021718884630372373
2019Q2,4846,1000,559,160.729,68.94870943484396,0.6386380835330242,143.2690541090912,83.83971387192975,0.8033845936980006,0.7777458135678851,0.023505706210733838,68.6209903172258,0.6564221824686942,147.57066189624328,78.83953735502298,0.7978017892309012,0.7633035181872392,0.02170864311170508
2019Q3,4464,1000,615,161.334,70.32203165584657,0.6337001542165133,142.11986807260476,85.13262407200438,0.8069472467279487,0.7797431458592287,0.024799096281707726,71.25665191054806,0.6628617886178862,140.7219512195122,81.39218695578482,0.8032314647398435,0.7701801370954886,0.022592859676072673
2019Q4,4368,1000,540,155.442,67.65449140495781,0.6446928547825158,144.59821219722144,82.895580431364,0.7994946168578818,0.7793449120221563,0.02261928909434672,67.12338559024464,0.6524444444444444,151.01481481481483,76.62792618253184,0.7945937173484816,0.7637559912854031,0.021850604698565035
2020Q1,4354,1000,585,168.971,68.22386204437207,0.6276866562507153,145.77751195421763,81.41923403397702,0.8015459625753857,0.7727766534051314,0.02388349309706651,70.15897873016925,0.6595213675213675,146.03076923076924,79.3457116955188,0.7994122114393748,0.76499011228423,0.02179451319743574
2020Q2,5369,1000,604,170.531,66.59024350015105,0.6229184852542913,147.2356538089474,80.39349788092689,0.7987804172268665,0.7739245676311312,0.02467749174086814,66.81286782034417,0.6512913907284769,151.85761589403972,76.02514981263421,0.7939289705178862,0.7631807557460071,0.021944971130410416
2020Q3,4694,1000,638,184.015,67.97073783575055,0.6184697849705281,141.15785343966775,82.5267320026979,0.8027000433925313,0.7765952594078761,0.024429673506874167,68.43703707904723,0.6545297805642633,144.5705329153605,78.84086324880289,0.7981462026443745,0.7647538262954084,0.021545955803702863
2020Q4,4120,1000,609,178.828,67.16832032932095,0.6193440854654887,148.85196705871587,79.92550796141259,0.7995017579454285,0.7717023154709648,0.025008196066852454,68.62337449360233,0.6517898193760262,152.8440065681445,76.70196874537385,0.7937525061732276,0.7619949129076918,0.022108895404576688
2021Q1,4032,1000,586,168.486,66.99075730942667,0.6288419496134456,148.96066077825333,79.94880841921689,0.7991231095183412,0.7731233355920932,0.023200532557572488,67.8890031095782,0.6550682593856655,149.8703071672355,76.38896754648792,0.7958313160493068,0.7633493943652546,0.021115117374710776
2021Q2,3953,1000,615,168.267,67.25675365241598,0.6244087094930262,146.27970272657652,79.7978050527879,0.8008211541371204,0.7747922194633041,0.024050109819922,68.5219659865958,0.6542439024390244,150.2211382113821,77.27480121524304,0.7959844892304031,0.7642187151283277,0.021630472127287827
2021Q3,3453,1000,619,179.559,68.7135053730035,0.6238786686172997,141.42973051457585,82.2084777708319,0.8050208106553869,0.7793086854062085,0.024653476429668985,69.0703661396406,0.6549757673667205,148.6882067851373,78.18450931593016,0.7967194936629433,0.7651430200513162,0.021897388965489283
2021Q4,3653,1000,614,173.048,68.60378197171777,0.6217918290029107,144.2789903680127,81.75436132543742,0.8016821643832813,0.7731215041854138,0.02478416267426281,69.45194003531853,0.6567752442996743,147.14006514657981,79.45684923574493,0.7980884192181463,0.764148942964808,0.022206943550225317
2022Q1,3475,1000,653,180.995,69.06916992773176,0.6175709172707784,143.72632535535377,82.26353227687603,0.803999219061238,0.7743454759857478,0.02591336719447361,68.04209848101014,0.6551761102603368,148.89433384379785,77.16795813483604,0.7968173557853653,0.762005825301024,0.02179347690377776
2022Q2,3216,1000,650,185.919,66.91020624542561,0.6105747873197056,146.15132535599207,79.86860475405513,0.7996091307249146,0.7726247616454445,0.025939025740329354,67.43754995655951,0.6537538461538461,152.30461538461537,74.96024168142598,0.7945353067350902,0.7642105580693817,0.022261942524288925
2022Q3,3257,1000,617,170.99,69.0557757202241,0.624708377194063,146.52217812364572,81.31028366560932,0.8041831467866802,0.7742003883753936,0.02440601727603937,69.71195884047123,0.6585899513776338,150.1426256077796,77.62463524122145,0.7979371383312638,0.7669730193536086,0.021907318130036827
2022Q4,3079,1000,608,174.986,68.65099729526258,0.6289284988668792,142.81954073877762,83.69511113536736,0.8032723513169727,0.7776801212555347,0.025308240534331006,68.13099879912414,0.6575164473684211,148.91447368421052,78.02164834098362,0.7980516263492299,0.7635590815273477,0.02216496274352711
2023Q1,3199,1000,686,189.968,67.39111778745374,0.6063892440869914,146.9921645929002,79.81237275250163,0.8022529534700008,0.7745577547621312,0.02673056708537221,66.01521566303448,0.6502040816326531,155.80466472303206,75.03039494735151,0.7919271816678732,0.7602240896358543,0.02239118742944868
2023Q2,2718,1000,653,198.411,66.37331447317449,0.6050302295604674,150.32103692431343,79.30276248435224,0.8006572125165718,0.7704164559859311,0.026008289696246526,66.66300476683838,0.651791730474732,153.51301684532925,74.77571268620386,0.7936484696096185,0.7616448968561391,0.021470166982276623
